molecule_chembl_id,canonical_smiles,bioactivity_class,standard_value
CHEMBL4545231,O=C(CSc1nnc(-c2ccc(F)cc2)c(-c2ccc(F)cc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,intermediate,2800
CHEMBL4435963,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,intermediate,2800
CHEMBL4592051,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1,intermediate,2800
CHEMBL4544393,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccccc4)c(-c4ccccc4)n3)n2)cc1,intermediate,2800
CHEMBL4566821,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(F)cc2)cs1,intermediate,2800
CHEMBL4473482,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,intermediate,2800
CHEMBL4469167,O=C(CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1)Nc1nc(-c2ccc(Br)cc2)cs1,intermediate,2800
CHEMBL4578419,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccccc2)cs1,intermediate,2800
CHEMBL4543253,Cc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,intermediate,2800
CHEMBL4570594,O=C(CSc1nnc(-c2ccc(Br)cc2)c(-c2ccc(Br)cc2)n1)Nc1nc(-c2ccc(Cl)cc2)cs1,intermediate,2800
CHEMBL4453256,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,intermediate,2800
CHEMBL4543092,O=C(NNC(=S)Nc1ccccc1Br)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4554478,O=C(NNC(=S)Nc1cccc([N+](=O)[O-])c1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4466929,COc1cccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)c1,active,400
CHEMBL4547036,O=C(NNC(=S)Nc1ccc(Cl)c(Cl)c1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4446128,COc1ccccc1NC(=S)NNC(=O)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4443246,Cc1ccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)cc1,active,400
CHEMBL4582866,O=C(NNC(=S)Nc1ccc(F)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4555448,O=C(NNC(=S)Nc1ccc(Br)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4550413,O=C(NNC(=S)Nc1ccc(Cl)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4526013,COc1ccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)cc1,active,400
CHEMBL4464685,O=C(NNC(=S)Nc1ccc([N+](=O)[O-])cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4462975,Cc1cccc(NC(=S)NNC(=O)c2ccc(-c3nnc(-c4ccccc4Cl)o3)cc2)c1,active,400
CHEMBL4553428,O=C(NNC(=S)Nc1cccc(F)c1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4586665,O=C(NNC(=S)Nc1ccccc1F)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,400
CHEMBL4582990,O=C(NNC(=S)Nc1ccc(C(F)(F)F)cc1)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,600
CHEMBL4554853,O=C(NNC(=S)Nc1ccccc1Cl)c1ccc(-c2nnc(-c3ccccc3Cl)o2)cc1,active,700
CHEMBL4435180,O=C1Nc2cc(Cl)ccc2/C1=C/c1ccc(-c2nnc(-c3cc(O)cc(O)c3)o2)cc1,intermediate,1200
CHEMBL4476389,C(=N/Nc1nc(-c2ccc(-c3ccccc3)cc2)cs1)\c1cccc2ccccc12,intermediate,6200
CHEMBL4528769,Oc1ccc(Br)cc1-c1nc2cc(Cl)ccc2s1,inactive,22000
CHEMBL4547068,Clc1ccc(/N=c2\scc(-c3ccc(Cl)cc3)n2Nc2ccccc2)cc1,intermediate,9600
CHEMBL4543754,Cc1cs/c(=N\C(=O)c2ccccc2Cl)n1-c1cc(Cl)c(Cl)cc1Cl,active,100
CHEMBL4442767,Cc1cccc(C(=O)/N=c2\scc(C)n2-c2cc(Cl)c(Cl)cc2Cl)c1,active,100
CHEMBL4457996,COc1ccc(C(=O)/N=c2\scc(C)n2-c2cc(Cl)c(Cl)cc2Cl)cc1,active,100
CHEMBL4476028,Cc1cs/c(=N\C(=O)c2ccco2)n1-c1cc(Cl)c(Cl)cc1Cl,active,100
CHEMBL4443277,Cc1cs/c(=N\C(=O)c2cc3ccccc3oc2=O)n1-c1cc(Cl)c(Cl)cc1Cl,active,100
CHEMBL4440783,Cc1ccccc1C(=O)/N=c1\scc(C)n1-c1cc(Cl)c(Cl)cc1Cl,active,150
CHEMBL4456568,Cc1cs/c(=N\C(=O)c2cccc3ccccc23)n1-c1cc(Cl)c(Cl)cc1Cl,active,150
CHEMBL4590014,O=C1NC(=O)/C(=C\c2ccc(-n3ccc4c(Br)ccnc43)cc2)S1,active,550
CHEMBL4472969,O=C1NC(=O)/C(=C\c2ccc(-n3cnc4ccccc43)cc2)S1,active,550
CHEMBL4544064,O=C1NC(=O)/C(=C\c2ccc(-n3ncc4ccccc43)cc2)S1,active,550
CHEMBL4456879,O=C1NC(=O)/C(=C\c2ccc(-n3cc([N+](=O)[O-])cn3)cc2)S1,active,550
CHEMBL4465310,Cc1nccn1-c1ccc(/C=C2/SC(=O)NC2=O)cc1,active,550
CHEMBL4521001,O=C(O)CN1C(=O)S/C(=C/c2ccc(-n3ccc4c(Br)ccnc43)cc2)C1=O,active,550
CHEMBL4541639,O=C1NC(=O)/C(=C\c2ccc(-n3ccc4c(Nc5ccccc5OC(F)(F)F)ccnc43)cc2)S1,active,550
CHEMBL4549286,O=C1NC(=O)/C(=C\c2ccc(-n3ccc4c(Nc5ccc(F)cc5)ccnc43)cc2)S1,active,550
CHEMBL4449655,CCOC(=O)CN1C(=O)S/C(=C/c2ccc(-n3ccc4c(Br)ccnc43)cc2)C1=O,active,550
CHEMBL4466754,Nc1nnc(-c2ccccc2[N+](=O)[O-])s1,intermediate,2300
CHEMBL4468056,Nc1nnc(-c2ccc(OCc3ccccc3)cc2)s1,intermediate,2300
CHEMBL4442881,Nc1nnc(-c2ccc(Cl)c(OCc3ccccc3)c2)s1,intermediate,2300
CHEMBL1299882,Nc1nnc(-c2cccc([N+](=O)[O-])c2)s1,intermediate,2300
CHEMBL1383520,Nc1nnc(-c2ccc(Cl)cc2)s1,intermediate,2300
CHEMBL4444070,COc1ccc(Br)cc1-c1nnc(N)s1,intermediate,2300
CHEMBL4532290,CN(C)c1ccc(-c2nnc(N)s2)cc1,intermediate,2300
CHEMBL4469380,COc1cccc(-c2nnc(N)s2)c1OC,intermediate,2300
CHEMBL1534367,Nc1nnc(-c2ccc(Cl)cc2Cl)s1,intermediate,2300
CHEMBL4550622,Nc1nnc(-c2ccc([N+](=O)[O-])cc2)s1,intermediate,2300
CHEMBL4466501,Nc1nnc(-c2c3ccccc3cc3ccccc23)s1,intermediate,2300
CHEMBL4471582,Nc1nnc(-c2cc3ccccc3cc2O)s1,intermediate,2300
CHEMBL4471826,Nc1nnc(-c2ccc(O)cc2)s1,intermediate,2300
CHEMBL4435535,O=[N+]([O-])c1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)s2)cc1,intermediate,2300
CHEMBL4469544,COc1ccc(Br)cc1/C=N/c1nnc(-c2ccc(Cl)cc2)s1,intermediate,2300
CHEMBL4471901,O=[N+]([O-])c1ccccc1/C=N/c1nnc(-c2ccc(Cl)cc2)s1,intermediate,2300
CHEMBL4461186,Clc1ccc(-c2nnc(/N=C/c3ccc(OCc4ccccc4)cc3)s2)cc1,intermediate,2300
CHEMBL4476702,Clc1ccc(-c2nnc(/N=C/c3ccc(Cl)cc3Cl)s2)cc1,intermediate,2300
CHEMBL4554612,O=[N+]([O-])c1cccc(-c2nnc(/N=C/c3ccc(Cl)cc3Cl)s2)c1,intermediate,2300
CHEMBL4442388,COc1ccc(Br)cc1/C=N/c1nnc(-c2cccc([N+](=O)[O-])c2)s1,intermediate,2300
CHEMBL4593969,COc1cc(-c2nnc(/N=C/c3ccc(O)cc3)s2)ccc1OCc1ccccc1,intermediate,2300
CHEMBL4564900,Oc1ccc(/C=N/c2nnc(-c3ccc(Cl)cc3)s2)cc1,intermediate,2300
CHEMBL4538234,COc1ccc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)cc1,intermediate,6200
CHEMBL4583678,O=C(N/N=C/c1ccc(Cl)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4456697,O=C(N/N=C/c1cccc(Cl)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4435153,O=C(N/N=C/c1ccc(C(F)(F)F)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4521797,O=C(N/N=C/c1ccccc1F)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4452388,O=C(N/N=C/c1cccc(F)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4453289,O=C(N/N=C/c1cccc(Br)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4468721,COc1ccccc1/C=N/NC(=O)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4576919,O=C(N/N=C/c1ccccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4573047,O=C(N/N=C/c1ccc(O)cc1)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4574133,CC(C)(C)c1cc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)c(O)c(C(C)(C)C)c1,intermediate,6200
CHEMBL4553128,O=C(N/N=C/c1ccc(O)c(F)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4460908,O=C(N/N=C/c1cc(Cl)ccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4553656,COc1ccc(/C=N/NC(=O)c2nc(-c3cc4ccccc4oc3=O)cs2)c(O)c1,intermediate,6200
CHEMBL4444658,O=C(N/N=C/c1cc(O)ccc1O)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4516889,O=C(N/N=C/c1ccc(O)c(O)c1)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4129528,O=C(N/N=C/c1cc(Cl)cc(Cl)c1O)c1nc(-c2cc3ccccc3oc2=O)cs1,intermediate,6200
CHEMBL4475313,O=C(N/N=C1\S/C(=C\c2ccc(F)cc2)C(=O)N1c1ccccc1Cl)c1cc2ccccc2oc1=O,active,90
CHEMBL4531736,Cc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)cc1C,active,90
CHEMBL4591646,Cc1cc(C)cc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,active,90
CHEMBL4593240,O=C(N/N=C1\S/C(=C\c2ccc(F)cc2)C(=O)N1c1cccc(Cl)c1)c1cc2ccccc2oc1=O,inactive,100000
CHEMBL4467634,Cc1cccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1C,inactive,100000
CHEMBL4521673,Cc1ccc(C)c(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,inactive,100000
CHEMBL4516968,O=C(N/N=C1\S/C(=C\c2ccc(F)cc2)C(=O)N1c1ccc(Cl)cc1)c1cc2ccccc2oc1=O,active,90
CHEMBL4441658,Cc1ccccc1N1C(=O)/C(=C/c2ccc(F)cc2)S/C1=N\NC(=O)c1cc2ccccc2oc1=O,active,90
CHEMBL4589823,Cc1cccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,active,90
CHEMBL4127059,Cc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)cc1,active,90
CHEMBL4469426,COc1cccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c1,active,90
CHEMBL4457539,COc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)cc1,active,90
CHEMBL4561204,Cc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)c(C)c1,active,90
CHEMBL4557506,Cc1cccc(C)c1N1C(=O)/C(=C/c2ccc(F)cc2)S/C1=N\NC(=O)c1cc2ccccc2oc1=O,active,90
CHEMBL4463785,COc1ccccc1N1C(=O)/C(=C/c2ccc(F)cc2)S/C1=N\NC(=O)c1cc2ccccc2oc1=O,active,90
CHEMBL404271,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,inactive,942000
CHEMBL404271,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,inactive,817000
CHEMBL177114,CCOC(=O)CC(=O)OCC,intermediate,5000
CHEMBL3186053,COC(=O)CC(C)=O,inactive,19000
CHEMBL85398,O=C1CSC(=O)N1,active,540
CHEMBL4559817,O=C(N/N=C/c1c(O)cc(O)cc1O)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL4471072,O=C(N/N=C/c1cc(O)ccc1O)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL4525854,O=C(N/N=C/c1ccc(O)c(O)c1)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL4593066,O=C(N/N=C/c1cccc(O)c1O)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL4442533,O=C(N/N=C/c1cc(O)cc(O)c1)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL3186069,COc1cc(/C=N/NC(=O)c2cc3ccccc3[nH]2)ccc1O,intermediate,2300
CHEMBL4217244,O=C(N/N=C/c1ccc(O)cc1)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL4476335,O=C(N/N=C/c1ccccc1O)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL4533183,COc1ccc(/C=N/NC(=O)c2cc3ccccc3[nH]2)cc1O,intermediate,2300
CHEMBL4438611,COc1ccc(O)c(/C=N/NC(=O)c2cc3ccccc3[nH]2)c1,intermediate,2300
CHEMBL4533603,COc1ccc(/C=N/NC(=O)c2cc3ccccc3[nH]2)c(I)c1O,intermediate,2300
CHEMBL4437179,O=C(N/N=C/c1ccc(Br)c(F)c1)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL4515560,O=C(N/N=C/c1ccc(Cl)cc1)c1cc2ccccc2[nH]1,intermediate,2300
CHEMBL200715,Oc1cc(O)c2c(c1)O[C@@H](c1ccc(O)c(O)c1)[C@H](O)C2,inactive,53800
CHEMBL404271,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,inactive,80000
CHEMBL261706,COc1cc2oc3cc(O)c(OC)c(CC=C(C)C)c3c(=O)c2c(O)c1CC=C(C)C,inactive,22600
CHEMBL561643,COc1c(O)cc2oc3cc4c(c(O)c3c(=O)c2c1CC=C(C)C)C=CC(C)(C)O4,inactive,11400
CHEMBL4451474,COc1c(O)cc2oc3cc(O)c(C/C=C(\C)CO)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,inactive,28700
CHEMBL458845,COc1c(O)cc2oc3cc(O)c(CC=C(C)C)c(O)c3c(=O)c2c1C/C=C(\C)CCC=C(C)C,inactive,37400
CHEMBL4561697,CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,inactive,76200
CHEMBL4564699,CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC(C)(O)CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,inactive,15400
CHEMBL4580552,CC(C)=CCC/C(C)=C/CCC(C)(O)CCc1c(O)c(O)cc2oc3cc(O)cc(O)c3c(=O)c12,inactive,25400
CHEMBL4476702,Clc1ccc(-c2nnc(/N=C/c3ccc(Cl)cc3Cl)s2)cc1,intermediate,4700
CHEMBL4543696,O=c1ccc2ccc(Oc3cc4ccc(O)c(-c5c(OC6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)ccc6ccc(=O)oc56)c4oc3=O)cc2o1,active,780
CHEMBL4555601,O=c1ccc2ccc(O)c(-c3c(OC4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)ccc4ccc(=O)oc34)c2o1,active,760
CHEMBL4462061,COc1cc2cc(Oc3cc(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c4ccc(=O)oc4c3)c(=O)oc2cc1O,active,231
CHEMBL4576254,C=C(C)C(COc1c2ccoc2cc2oc(=O)ccc12)OC(C)(C)C(O)COc1c2occc2c(OC)c2ccc(=O)oc12,intermediate,8800
CHEMBL4537425,C=C(C)C(COc1c2occc2c(OC)c2ccc(=O)oc12)OC(C)(C)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,intermediate,8800
CHEMBL4464398,C=C(C)C(COc1c2occc2cc2ccc(=O)oc12)OC(C)(C)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,intermediate,8800
CHEMBL4463785,COc1ccccc1N1C(=O)/C(=C/c2ccc(F)cc2)S/C1=N\NC(=O)c1cc2ccccc2oc1=O,active,90
CHEMBL4127059,Cc1ccc(N2C(=O)/C(=C/c3ccc(F)cc3)S/C2=N\NC(=O)c2cc3ccccc3oc2=O)cc1,active,110
CHEMBL4465339,COc1ccc(-c2ccc(O[C@H](C)Cn3cc(-c4ccc(C(F)(F)F)cc4)nn3)c(OC)c2)cc1,inactive,14200
CHEMBL4458477,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CO)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](N)CCCNC(=N)N)C(C)C)C(=O)O,inactive,23070
CHEMBL276618,Cc1cc(=O)oc2c(O)c(O)ccc12,inactive,52000
CHEMBL4446840,COc1ccc2c(=O)c3c(O)cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc3oc2c1,inactive,15900
CHEMBL4444626,COc1ccc2oc3cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc(O)c3c(=O)c2c1,inactive,100000
CHEMBL4580943,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)cc1OC,inactive,11820
CHEMBL4456031,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC,inactive,29840
CHEMBL4529174,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(OC)cc5oc4c3)nn2)c(OC)c1,intermediate,2060
CHEMBL4519790,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(OC)ccc5oc4c3)nn2)c(OC)c1,intermediate,8310
CHEMBL4435225,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)c(OC)c1,intermediate,2780
CHEMBL4466757,COc1ccc(NC(=O)Cn2cc(COc3cc(O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)c(OC)c1,intermediate,3070
CHEMBL4439490,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(O)cc4oc3c2)nn1)Nc1ccc(O)c(O)c1,intermediate,6130
CHEMBL4474751,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(O)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1,intermediate,7060
CHEMBL4472998,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)c(O)c1,intermediate,5230
CHEMBL4580728,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(Br)ccc4oc3c2)nn1)Nc1ccc(O)c(O)c1,intermediate,3170
CHEMBL4560628,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(O)cc4oc3c2)nn1)Nc1ccc(O)cc1O,inactive,17610
CHEMBL4538081,O=C(Cn1cc(COc2cc(O)c3c(=O)c4cc(O)ccc4oc3c2)nn1)Nc1ccc(O)cc1O,inactive,15620
CHEMBL4567979,O=C(Cn1cc(COc2cc(O)c3c(=O)c4ccc(Br)cc4oc3c2)nn1)Nc1ccc(O)cc1O,intermediate,5870
CHEMBL4453842,COc1ccc2c(=O)c3c(OC(C)=O)cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc3oc2c1,inactive,98630
CHEMBL4455066,COc1ccc2oc3cc(OCc4cn(CC(=O)Nc5ccc(OC)c(OC)c5)nn4)cc(OC(C)=O)c3c(=O)c2c1,inactive,100000
CHEMBL4476560,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)cc1OC,inactive,26110
CHEMBL4561766,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)cc1OC,inactive,32330
CHEMBL4454919,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(OC)cc5oc4c3)nn2)c(OC)c1,inactive,33160
CHEMBL4529524,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(OC)ccc5oc4c3)nn2)c(OC)c1,inactive,42600
CHEMBL4515488,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5ccc(Br)cc5oc4c3)nn2)c(OC)c1,inactive,12780
CHEMBL4471224,COc1ccc(NC(=O)Cn2cc(COc3cc(OC(C)=O)c4c(=O)c5cc(Br)ccc5oc4c3)nn2)c(OC)c1,inactive,12130
CHEMBL404271,C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)OC(O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,inactive,817380
CHEMBL4453256,COc1ccc(-c2csc(NC(=O)CSc3nnc(-c4ccc(Br)cc4)c(-c4ccc(Br)cc4)n3)n2)cc1,intermediate,2850
CHEMBL4446986,Cc1cc2nnn(C(=O)c3ccccc3)c2cc1C,intermediate,3400
CHEMBL4469294,O=C(c1cccc(Cl)c1)n1nnc2cc(Cl)c(Cl)cc21,intermediate,3000
CHEMBL4573584,Cc1ccc(C(=O)n2nnc3cc(Cl)c(Cl)cc32)cc1C,intermediate,3820
CHEMBL4440745,O=C(c1ccccc1)n1nnc2cc(Cl)c(Cl)cc21,intermediate,3700
CHEMBL4451810,O=C(c1ccc(F)cc1)n1nnc2ccccc21,intermediate,2820
CHEMBL4532649,O=C(c1ccc(F)c(F)c1Cl)n1nnc2ccccc21,intermediate,5630
CHEMBL4533056,O=C(c1c(F)cccc1F)n1nnc2ccccc21,intermediate,5230
CHEMBL4217303,O=C(c1ccc(Br)cc1)n1nnc2ccccc21,intermediate,3200
CHEMBL1288788,COc1ccc(C(=O)n2nnc3ccccc32)cc1,intermediate,2990
CHEMBL1253491,COc1ccccc1C(=O)n1nnc2ccccc21,intermediate,4790
CHEMBL4462641,Cc1cccc(C(=O)n2nnc3ccccc32)c1,intermediate,4420
CHEMBL4443784,Cc1ccc(C(=O)n2nnc3ccccc32)cc1C,intermediate,4800
CHEMBL4573221,Cc1cc(C(=O)n2nnc3ccccc32)cc(C)c1C,intermediate,4230
CHEMBL4515499,O=C(c1ccc([N+](=O)[O-])cc1)n1nnc2ccccc21,intermediate,2970
CHEMBL4549620,Cc1cc(C(=O)n2nnc3ccccc32)ccc1[N+](=O)[O-],intermediate,4100
CHEMBL4437073,Nc1cc(C(=O)n2nnc3ccccc32)ccc1Cl,intermediate,4320
CHEMBL4466646,CCCCOc1ccc(C(=O)n2nnc3ccccc32)cc1,intermediate,5600
CHEMBL1288725,O=C(c1ccccc1)n1nnc2ccccc21,intermediate,5290
CHEMBL203543,O=C(Cn1nnc2ccccc21)c1ccc(Cl)cc1,intermediate,2500
CHEMBL4567315,O=C(Cn1nnc2ccccc21)c1ccc(Cl)c(Cl)c1,intermediate,3900
CHEMBL4516633,O=C(Cn1nnc2ccccc21)c1cccc(Cl)c1Cl,intermediate,3470
CHEMBL1450675,O=C(Cn1nnc2ccccc21)c1ccc(Br)cc1,intermediate,2790
CHEMBL4585914,O=C(Cn1nnc2ccccc21)c1cccc(Br)c1,intermediate,2790
CHEMBL4449860,O=C(Cn1nnc2ccccc21)c1ccccc1O,intermediate,4870
CHEMBL1429088,O=C(Cn1nnc2ccccc21)c1cccc([N+](=O)[O-])c1,intermediate,4000
CHEMBL4561169,COc1ccc(C(=O)Cn2nnc3ccccc32)cc1,intermediate,4500
CHEMBL1409618,Cc1ccc(C(=O)Cn2nnc3ccccc32)cc1,intermediate,4780
CHEMBL1438482,O=C(Cn1nnc2ccccc21)c1ccccc1,intermediate,4910
CHEMBL4515373,O=C(Cn1nnc2ccccc21)c1ccc(-c2ccccc2)cc1,intermediate,4980
CHEMBL4449615,Cc1cc2nnn(CC(=O)c3ccc(Cl)cc3)c2cc1C,intermediate,2210
CHEMBL4472850,Cc1cc2nnn(CC(=O)c3ccc(Cl)c(Cl)c3)c2cc1C,intermediate,2040
CHEMBL4577650,Cc1cc2nnn(CC(=O)c3ccccc3O)c2cc1C,intermediate,3300
CHEMBL4443687,Cc1cc2nnn(CC(=O)c3ccccc3)c2cc1C,intermediate,3410
CHEMBL4566389,COc1ccc(C(=O)Cn2nnc3cc(C)c(C)cc32)cc1,intermediate,2600
